+---------------------------------------------------------------------------------+--------------------+--------------------+------------------------------------------------------------+
|                                                                                 | A@0 | NAN          | A@1 | NULL         | A@2 | { object(stringable) # Gzhegow\Lib\Modules\Php\Nil } |
+---------------------------------------------------------------------------------+--------------------+--------------------+------------------------------------------------------------+
| B@0 | NAN                                                                       | NAN ? cmpValuesNan | NAN ? cmpValuesNan | NAN ? cmpValuesNan                                         |
| B@17 | -9223372036854775808                                                     | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@18 | 9.223372036854776E+18                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@19 | -9.223372036854776E+18                                                   | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@20 | 1.7976931348623157E+308                                                  | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@21 | -1.7976931348623157E+308                                                 | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@22 | INF                                                                      | NAN ? cmpValuesFloat                                                            | NAN ? cmpValuesFloat                                                            | NAN ? cmpValuesFloat                                                            |
| B@23 | -INF                                                                     | NAN ? cmpValuesFloat                                                            | NAN ? cmpValuesFloat                                                            | NAN ? cmpValuesFloat                                                            |
| B@24 | ""                                                                       | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@25 | "a"                                                                      | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@26 | "b"                                                                      | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@27 | "ab"                                                                     | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@28 | "ba"                                                                     | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@29 | "0"                                                                      | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@30 | "1"                                                                      | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@31 | "0.0"                                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@32 | "1.0"                                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@33 | "1.1"                                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@34 | "1e1"                                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@35 | "1.1e1"                                                                  | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@36 | "1.1e-1"                                                                 | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@37 | "9223372036854775807"                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@38 | "-9223372036854775808"                                                   | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@39 | "9.223372036854776E+18"                                                  | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@40 | "-9.223372036854776E+18"                                                 | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@41 | "1.797693134862316E+308"                                                 | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@42 | "-1.797693134862316E+308"                                                | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@43 | "INF"                                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@44 | "-INF"                                                                   | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@45 | { resource(opened) # stream }                                            | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@46 | { resource(opened) # stream }                                            | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@47 | { resource(closed) }                                                     | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@48 | []                                                                       | NAN ? cmpValuesArray                                                            | NAN ? cmpValuesArray                                                            | NAN ? cmpValuesArray                                                            |
| B@49 | [ "" ]                                                                   | NAN ? cmpValuesArray                                                            | NAN ? cmpValuesArray                                                            | NAN ? cmpValuesArray                                                            |
| B@50 | [ "a" ]                                                                  | NAN ? cmpValuesArray                                                            | NAN ? cmpValuesArray                                                            | NAN ? cmpValuesArray                                                            |
| B@51 | [ "a", "b" ]                                                             | NAN ? cmpValuesArray                                                            | NAN ? cmpValuesArray                                                            | NAN ? cmpValuesArray                                                            |
| B@52 | { object(serializable) # DateTime # "1970-01-01T00:00:00.000000+03:00" } | 0 ? cmpValuesDate                                                               | 1 ? cmpValuesDate                                                               | 1 ? cmpValuesDate                                                               |
| B@53 | { object(serializable) # DateTime # "1970-01-01T00:00:01.000000+03:00" } | -1 ? cmpValuesDate                                                              | 0 ? cmpValuesDate                                                               | 0 ? cmpValuesDate                                                               |
| B@54 | { object(serializable) # DateTime # "1970-01-01T00:00:01.500000+03:00" } | -1 ? cmpValuesDate                                                              | 0 ? cmpValuesDate                                                               | 0 ? cmpValuesDate                                                               |
| B@55 | { object # stdClass }                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@56 | { object # stdClass }                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@57 | { object # stdClass }                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@58 | { object # stdClass }                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@59 | { object # stdClass }                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@60 | { object # stdClass }                                                    | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@61 | { object(countable(0) iterable serializable) # ArrayObject }             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@62 | { object(countable(1) iterable serializable) # ArrayObject }             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@63 | { object(countable(1) iterable serializable) # ArrayObject }             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
| B@64 | { object(countable(2) iterable serializable) # ArrayObject }             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             | NAN ? cmpValuesDate                                                             |
+---------------------------------------------------------------------------------+---------------------------------------------------------------------------------+---------------------------------------------------------------------------------+---------------------------------------------------------------------------------+


+---------------------------------------------------------------------------------+------------------------------+------------------------------+
|                                                                                 | A@55 | { object # stdClass } | A@56 | { object # stdClass } |
+---------------------------------------------------------------------------------+------------------------------+------------------------------+
| B@0 | NAN                                                                       | NAN ? cmpValuesNan           | NAN ? cmpValuesNan           |
| B@1 | NULL                                                                      | 1 ? cmpValuesNull            | 1 ? cmpValuesNull            |
| B@2 | { object(stringable) # Gzhegow\Lib\Modules\Php\Nil }                      | NAN ? cmpValuesNil           | NAN ? cmpValuesNil           |
| B@3 | "NAN"                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@4 | "NULL"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@5 | "{N}"                                                                     | NAN ? cmpValuesNil           | NAN ? cmpValuesNil           |
| B@6 | FALSE                                                                     | 1 ? cmpValuesBoolean         | 1 ? cmpValuesBoolean         |
| B@7 | TRUE                                                                      | 0 ? cmpValuesBoolean         | 0 ? cmpValuesBoolean         |
| B@8 | 0                                                                         | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@9 | 1                                                                         | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@10 | 0.0                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@11 | 1.0                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@12 | 1.1                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@13 | 10.0                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@14 | 11.0                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@15 | 0.11                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@16 | 9223372036854775807                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@17 | -9223372036854775808                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@18 | 9.223372036854776E+18                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@19 | -9.223372036854776E+18                                                   | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@20 | 1.7976931348623157E+308                                                  | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@21 | -1.7976931348623157E+308                                                 | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@22 | INF                                                                      | NAN ? cmpValuesFloat         | NAN ? cmpValuesFloat         |
| B@23 | -INF                                                                     | NAN ? cmpValuesFloat         | NAN ? cmpValuesFloat         |
| B@24 | ""                                                                       | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@25 | "a"                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@26 | "b"                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@27 | "ab"                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@28 | "ba"                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@29 | "0"                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@30 | "1"                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@31 | "0.0"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@32 | "1.0"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@33 | "1.1"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@34 | "1e1"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@35 | "1.1e1"                                                                  | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@36 | "1.1e-1"                                                                 | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@37 | "9223372036854775807"                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@38 | "-9223372036854775808"                                                   | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@39 | "9.223372036854776E+18"                                                  | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@40 | "-9.223372036854776E+18"                                                 | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@41 | "1.797693134862316E+308"                                                 | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@42 | "-1.797693134862316E+308"                                                | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@43 | "INF"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@44 | "-INF"                                                                   | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@45 | { resource(opened) # stream }                                            | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@46 | { resource(opened) # stream }                                            | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@47 | { resource(closed) }                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@48 | []                                                                       | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         |
| B@49 | [ "" ]                                                                   | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         |
| B@50 | [ "a" ]                                                                  | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         |
| B@51 | [ "a", "b" ]                                                             | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         |
| B@52 | { object(serializable) # DateTime # "1970-01-01T00:00:00.000000+03:00" } | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          |
| B@53 | { object(serializable) # DateTime # "1970-01-01T00:00:01.000000+03:00" } | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          |
| B@54 | { object(serializable) # DateTime # "1970-01-01T00:00:01.500000+03:00" } | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          |
| B@55 | { object # stdClass }                                                    | 0 ? cmpValuesObject          | NAN ? cmpValuesObject        |
| B@56 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@57 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@58 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@59 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@60 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@61 | { object(countable(0) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@62 | { object(countable(1) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@63 | { object(countable(1) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@64 | { object(countable(2) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
+---------------------------------------------------------------------------------+------------------------------+------------------------------+


+---------------------------------------------------------------------------------+------------------------------+------------------------------+------------------------------+------------------------------+
|                                                                                 | A@57 | { object # stdClass } | A@58 | { object # stdClass } | A@59 | { object # stdClass } | A@60 | { object # stdClass } |
+---------------------------------------------------------------------------------+------------------------------+------------------------------+------------------------------+------------------------------+
| B@0 | NAN                                                                       | NAN ? cmpValuesNan           | NAN ? cmpValuesNan           | NAN ? cmpValuesNan           | NAN ? cmpValuesNan           |
| B@1 | NULL                                                                      | 1 ? cmpValuesNull            | 1 ? cmpValuesNull            | 1 ? cmpValuesNull            | 1 ? cmpValuesNull            |
| B@2 | { object(stringable) # Gzhegow\Lib\Modules\Php\Nil }                      | NAN ? cmpValuesNil           | NAN ? cmpValuesNil           | NAN ? cmpValuesNil           | NAN ? cmpValuesNil           |
| B@3 | "NAN"                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@4 | "NULL"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@5 | "{N}"                                                                     | NAN ? cmpValuesNil           | NAN ? cmpValuesNil           | NAN ? cmpValuesNil           | NAN ? cmpValuesNil           |
| B@6 | FALSE                                                                     | 1 ? cmpValuesBoolean         | 1 ? cmpValuesBoolean         | 1 ? cmpValuesBoolean         | 1 ? cmpValuesBoolean         |
| B@7 | TRUE                                                                      | 0 ? cmpValuesBoolean         | 0 ? cmpValuesBoolean         | 0 ? cmpValuesBoolean         | 0 ? cmpValuesBoolean         |
| B@8 | 0                                                                         | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@9 | 1                                                                         | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@10 | 0.0                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@11 | 1.0                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@12 | 1.1                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@13 | 10.0                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@14 | 11.0                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@15 | 0.11                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@16 | 9223372036854775807                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@17 | -9223372036854775808                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@18 | 9.223372036854776E+18                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@19 | -9.223372036854776E+18                                                   | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@20 | 1.7976931348623157E+308                                                  | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@21 | -1.7976931348623157E+308                                                 | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@22 | INF                                                                      | NAN ? cmpValuesFloat         | NAN ? cmpValuesFloat         | NAN ? cmpValuesFloat         | NAN ? cmpValuesFloat         |
| B@23 | -INF                                                                     | NAN ? cmpValuesFloat         | NAN ? cmpValuesFloat         | NAN ? cmpValuesFloat         | NAN ? cmpValuesFloat         |
| B@24 | ""                                                                       | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@25 | "a"                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@26 | "b"                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@27 | "ab"                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@28 | "ba"                                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@29 | "0"                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@30 | "1"                                                                      | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@31 | "0.0"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@32 | "1.0"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@33 | "1.1"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@34 | "1e1"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@35 | "1.1e1"                                                                  | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@36 | "1.1e-1"                                                                 | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@37 | "9223372036854775807"                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@38 | "-9223372036854775808"                                                   | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@39 | "9.223372036854776E+18"                                                  | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@40 | "-9.223372036854776E+18"                                                 | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@41 | "1.797693134862316E+308"                                                 | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@42 | "-1.797693134862316E+308"                                                | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@43 | "INF"                                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@44 | "-INF"                                                                   | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@45 | { resource(opened) # stream }                                            | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@46 | { resource(opened) # stream }                                            | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@47 | { resource(closed) }                                                     | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@48 | []                                                                       | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         |
| B@49 | [ "" ]                                                                   | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         |
| B@50 | [ "a" ]                                                                  | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         |
| B@51 | [ "a", "b" ]                                                             | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         | NAN ? cmpValuesArray         |
| B@52 | { object(serializable) # DateTime # "1970-01-01T00:00:00.000000+03:00" } | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          |
| B@53 | { object(serializable) # DateTime # "1970-01-01T00:00:01.000000+03:00" } | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          |
| B@54 | { object(serializable) # DateTime # "1970-01-01T00:00:01.500000+03:00" } | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          | NAN ? cmpValuesDate          |
| B@55 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@56 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@57 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@58 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@59 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@60 | { object # stdClass }                                                    | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@61 | { object(countable(0) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@62 | { object(countable(1) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@63 | { object(countable(1) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
| B@64 | { object(countable(2) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        | NAN ? cmpValuesObject        |
+---------------------------------------------------------------------------------+------------------------------+------------------------------+------------------------------+------------------------------+


+---------------------------------------------------------------------------------+---------------------------------------------------------------------+---------------------------------------------------------------------+---------------------------------------------------------------------+---------------------------------------------------------------------+
|                                                                                 | A@61 | { object(countable(0) iterable serializable) # ArrayObject } | A@62 | { object(countable(1) iterable serializable) # ArrayObject } | A@63 | { object(countable(1) iterable serializable) # ArrayObject } | A@64 | { object(countable(2) iterable serializable) # ArrayObject } |
+---------------------------------------------------------------------------------+---------------------------------------------------------------------+---------------------------------------------------------------------+---------------------------------------------------------------------+---------------------------------------------------------------------+
| B@0 | NAN                                                                       | NAN ? cmpValuesNan                                                  | NAN ? cmpValuesNan                                                  | NAN ? cmpValuesNan                                                  | NAN ? cmpValuesNan                                                  |
| B@1 | NULL                                                                      | 0 ? cmpValuesNull                                                   | 1 ? cmpValuesNull                                                   | 1 ? cmpValuesNull                                                   | 1 ? cmpValuesNull                                                   |
| B@2 | { object(stringable) # Gzhegow\Lib\Modules\Php\Nil }                      | NAN ? cmpValuesNil                                                  | NAN ? cmpValuesNil                                                  | NAN ? cmpValuesNil                                                  | NAN ? cmpValuesNil                                                  |
| B@3 | "NAN"                                                                     | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               |
| B@4 | "NULL"                                                                    | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               |
| B@5 | "{N}"                                                                     | NAN ? cmpValuesNil                                                  | NAN ? cmpValuesNil                                                  | NAN ? cmpValuesNil                                                  | NAN ? cmpValuesNil                                                  |
| B@6 | FALSE                                                                     | 0 ? cmpValuesBoolean                                                | 1 ? cmpValuesBoolean                                                | 1 ? cmpValuesBoolean                                                | 1 ? cmpValuesBoolean                                                |
| B@7 | TRUE                                                                      | -1 ? cmpValuesBoolean                                               | 0 ? cmpValuesBoolean                                                | 0 ? cmpValuesBoolean                                                | 0 ? cmpValuesBoolean                                                |
| B@8 | 0                                                                         | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               | NAN ? cmpValuesObject                                               |
